,RNO,Name,Gender,course,Marks,fees
2343,9212,Student9212,M,MBA,57,1.5
2344,9225,Student9225,M,MBA,51,1.5
2345,9227,Student9227,M,MBA,1,1.5
2346,9232,Student9232,M,MBA,35,1.5
2347,9234,Student9234,M,MBA,11,1.5
2348,9235,Student9235,F,MBA,67,1.5
2349,9239,Student9239,M,MBA,1,1.5
2350,9244,Student9244,M,MBA,39,1.5
2351,9245,Student9245,M,MBA,59,1.5
2352,9249,Student9249,M,MBA,72,1.5
2353,9251,Student9251,F,MBA,48,1.5
2354,9252,Student9252,F,MBA,92,1.5
2355,9257,Student9257,M,MBA,68,1.5
2356,9258,Student9258,F,MBA,95,1.5
2357,9259,Student9259,M,MBA,87,1.5
2358,9264,Student9264,F,MBA,18,1.5
2359,9269,Student9269,F,MBA,100,1.5
2360,9275,Student9275,M,MBA,52,1.5
2361,9276,Student9276,M,MBA,78,1.5
2362,9282,Student9282,M,MBA,83,1.5
2363,9285,Student9285,F,MBA,58,1.5
2364,9286,Student9286,F,MBA,100,1.5
2365,9287,Student9287,M,MBA,13,1.5
2366,9290,Student9290,F,MBA,86,1.5
2367,9296,Student9296,M,MBA,34,1.5
2368,9298,Student9298,M,MBA,90,1.5
2369,9306,Student9306,F,MBA,1,1.5
2370,9310,Student9310,M,MBA,8,1.5
2371,9317,Student9317,M,MBA,69,1.5
2372,9319,Student9319,F,MBA,91,1.5
2373,9320,Student9320,F,MBA,28,1.5
2374,9321,Student9321,F,MBA,7,1.5
2375,9332,Student9332,M,MBA,69,1.5
2376,9335,Student9335,F,MBA,1,1.5
2377,9336,Student9336,M,MBA,14,1.5
2378,9338,Student9338,M,MBA,66,1.5
2379,9339,Student9339,F,MBA,78,1.5
2380,9340,Student9340,F,MBA,65,1.5
2381,9344,Student9344,F,MBA,61,1.5
2382,9347,Student9347,M,MBA,36,1.5
2383,9351,Student9351,M,MBA,20,1.5
2384,9359,Student9359,F,MBA,82,1.5
2385,9361,Student9361,M,MBA,98,1.5
2386,9362,Student9362,F,MBA,91,1.5
2387,9365,Student9365,F,MBA,5,1.5
2388,9375,Student9375,F,MBA,56,1.5
2389,9378,Student9378,M,MBA,77,1.5
2390,9381,Student9381,F,MBA,19,1.5
2391,9387,Student9387,M,MBA,18,1.5
2392,9388,Student9388,M,MBA,78,1.5
2393,9409,Student9409,F,MBA,7,1.5
2394,9411,Student9411,F,MBA,17,1.5
2395,9413,Student9413,M,MBA,34,1.5
2396,9416,Student9416,M,MBA,48,1.5
2397,9420,Student9420,M,MBA,32,1.5
2398,9421,Student9421,F,MBA,42,1.5
2399,9422,Student9422,F,MBA,100,1.5
2400,9423,Student9423,M,MBA,89,1.5
2401,9435,Student9435,F,MBA,67,1.5
2402,9444,Student9444,F,MBA,77,1.5
2403,9447,Student9447,M,MBA,19,1.5
2404,9457,Student9457,M,MBA,73,1.5
2405,9460,Student9460,F,MBA,88,1.5
2406,9462,Student9462,F,MBA,62,1.5
2407,9464,Student9464,M,MBA,85,1.5
2408,9465,Student9465,M,MBA,47,1.5
2409,9470,Student9470,M,MBA,49,1.5
2410,9471,Student9471,M,MBA,34,1.5
2411,9473,Student9473,F,MBA,24,1.5
2412,9478,Student9478,F,MBA,10,1.5
2413,9484,Student9484,F,MBA,29,1.5
2414,9487,Student9487,F,MBA,95,1.5
2415,9488,Student9488,M,MBA,58,1.5
2416,9504,Student9504,M,MBA,66,1.5
2417,9507,Student9507,F,MBA,18,1.5
2418,9511,Student9511,F,MBA,20,1.5
2419,9513,Student9513,F,MBA,3,1.5
2420,9517,Student9517,M,MBA,23,1.5
2421,9527,Student9527,M,MBA,67,1.5
2422,9528,Student9528,M,MBA,43,1.5
2423,9542,Student9542,F,MBA,75,1.5
2424,9560,Student9560,F,MBA,18,1.5
2425,9570,Student9570,F,MBA,14,1.5
2426,9578,Student9578,M,MBA,70,1.5
2427,9580,Student9580,M,MBA,47,1.5
2428,9581,Student9581,M,MBA,32,1.5
2429,9583,Student9583,M,MBA,44,1.5
2430,9585,Student9585,F,MBA,33,1.5
2431,9586,Student9586,M,MBA,86,1.5
2432,9587,Student9587,M,MBA,45,1.5
2433,9594,Student9594,F,MBA,27,1.5
2434,9600,Student9600,M,MBA,8,1.5
2435,9602,Student9602,M,MBA,55,1.5
2436,9603,Student9603,F,MBA,64,1.5
2437,9605,Student9605,M,MBA,42,1.5
2438,9612,Student9612,F,MBA,62,1.5
2439,9618,Student9618,M,MBA,38,1.5
2440,9626,Student9626,M,MBA,9,1.5
2441,9628,Student9628,M,MBA,62,1.5
2442,9631,Student9631,M,MBA,85,1.5
2443,9640,Student9640,M,MBA,62,1.5
2444,9646,Student9646,M,MBA,82,1.5
2445,9647,Student9647,M,MBA,12,1.5
2446,9649,Student9649,M,MBA,36,1.5
2447,9656,Student9656,F,MBA,9,1.5
2448,9657,Student9657,F,MBA,58,1.5
2449,9665,Student9665,M,MBA,53,1.5
2450,9666,Student9666,M,MBA,74,1.5
2451,9671,Student9671,M,MBA,39,1.5
2452,9673,Student9673,M,MBA,52,1.5
2453,9675,Student9675,F,MBA,83,1.5
2454,9678,Student9678,F,MBA,56,1.5
2455,9686,Student9686,M,MBA,53,1.5
2456,9688,Student9688,F,MBA,30,1.5
2457,9693,Student9693,M,MBA,44,1.5
2458,9694,Student9694,M,MBA,40,1.5
2459,9698,Student9698,F,MBA,14,1.5
2460,9701,Student9701,F,MBA,28,1.5
2461,9705,Student9705,M,MBA,22,1.5
2462,9706,Student9706,F,MBA,57,1.5
2463,9708,Student9708,M,MBA,21,1.5
2464,9710,Student9710,M,MBA,59,1.5
2465,9711,Student9711,M,MBA,71,1.5
2466,9712,Student9712,M,MBA,92,1.5
2467,9715,Student9715,M,MBA,7,1.5
2468,9716,Student9716,M,MBA,99,1.5
2469,9719,Student9719,F,MBA,55,1.5
2470,9722,Student9722,F,MBA,65,1.5
2471,9726,Student9726,F,MBA,27,1.5
2472,9730,Student9730,M,MBA,45,1.5
2473,9733,Student9733,M,MBA,5,1.5
2474,9736,Student9736,F,MBA,7,1.5
2475,9739,Student9739,F,MBA,71,1.5
2476,9745,Student9745,F,MBA,25,1.5
2477,9746,Student9746,M,MBA,82,1.5
2478,9761,Student9761,F,MBA,93,1.5
2479,9763,Student9763,M,MBA,74,1.5
2480,9771,Student9771,F,MBA,70,1.5
2481,9772,Student9772,M,MBA,96,1.5
2482,9776,Student9776,F,MBA,59,1.5
2483,9782,Student9782,M,MBA,97,1.5
2484,9784,Student9784,M,MBA,53,1.5
2485,9785,Student9785,M,MBA,74,1.5
2486,9786,Student9786,F,MBA,67,1.5
2487,9789,Student9789,M,MBA,90,1.5
2488,9791,Student9791,F,MBA,32,1.5
2489,9794,Student9794,F,MBA,41,1.5
2490,9799,Student9799,M,MBA,36,1.5
2491,9804,Student9804,M,MBA,11,1.5
2492,9806,Student9806,F,MBA,49,1.5
2493,9811,Student9811,F,MBA,66,1.5
2494,9814,Student9814,F,MBA,18,1.5
2495,9820,Student9820,M,MBA,50,1.5
2496,9821,Student9821,M,MBA,18,1.5
2497,9827,Student9827,M,MBA,15,1.5
2498,9835,Student9835,M,MBA,64,1.5
2499,9836,Student9836,M,MBA,61,1.5
2500,9839,Student9839,F,MBA,97,1.5
2501,9841,Student9841,M,MBA,25,1.5
2502,9844,Student9844,M,MBA,76,1.5
2503,9847,Student9847,F,MBA,76,1.5
2504,9849,Student9849,F,MBA,18,1.5
2505,9852,Student9852,M,MBA,74,1.5
2506,9858,Student9858,F,MBA,19,1.5
2507,9863,Student9863,M,MBA,99,1.5
2508,9869,Student9869,F,MBA,21,1.5
2509,9878,Student9878,M,MBA,69,1.5
2510,9883,Student9883,F,MBA,21,1.5
2511,9884,Student9884,F,MBA,58,1.5
2512,9897,Student9897,F,MBA,49,1.5
2513,9898,Student9898,F,MBA,48,1.5
2514,9901,Student9901,M,MBA,57,1.5
2515,9907,Student9907,F,MBA,88,1.5
2516,9908,Student9908,M,MBA,60,1.5
2517,9912,Student9912,M,MBA,66,1.5
2518,9917,Student9917,F,MBA,76,1.5
2519,9920,Student9920,F,MBA,47,1.5
2520,9926,Student9926,F,MBA,62,1.5
2521,9934,Student9934,M,MBA,21,1.5
2522,9937,Student9937,F,MBA,49,1.5
2523,9942,Student9942,F,MBA,22,1.5
2524,9943,Student9943,M,MBA,36,1.5
2525,9952,Student9952,F,MBA,36,1.5
2526,9958,Student9958,M,MBA,18,1.5
2527,9963,Student9963,M,MBA,7,1.5
2528,9965,Student9965,M,MBA,16,1.5
2529,9966,Student9966,M,MBA,26,1.5
2530,9970,Student9970,F,MBA,31,1.5
2531,9974,Student9974,F,MBA,61,1.5
2532,9976,Student9976,M,MBA,55,1.5
2533,9980,Student9980,F,MBA,95,1.5
2534,9983,Student9983,F,MBA,79,1.5
2535,9992,Student9992,M,MBA,10,1.5
2536,9997,Student9997,F,MBA,51,1.5
2537,9998,Student9998,M,MBA,18,1.5
2538,9999,Student9999,F,MBA,38,1.5
2539,10006,Student10006,M,MBA,57,1.5
2540,10007,Student10007,F,MBA,14,1.5
2541,10016,Student10016,F,MBA,50,1.5
2542,10035,Student10035,M,MBA,3,1.5
2543,10037,Student10037,F,MBA,11,1.5
2544,10041,Student10041,M,MBA,95,1.5
2545,10042,Student10042,F,MBA,63,1.5
2546,10052,Student10052,M,MBA,4,1.5
2547,10064,Student10064,F,MBA,87,1.5
2548,10068,Student10068,M,MBA,43,1.5
2549,10071,Student10071,F,MBA,86,1.5
2550,10079,Student10079,F,MBA,89,1.5
2551,10087,Student10087,M,MBA,23,1.5
2552,10104,Student10104,M,MBA,97,1.5
2553,10105,Student10105,M,MBA,62,1.5
2554,10109,Student10109,F,MBA,88,1.5
2555,10111,Student10111,F,MBA,47,1.5
2556,10113,Student10113,M,MBA,81,1.5
2557,10130,Student10130,M,MBA,17,1.5
2558,10132,Student10132,F,MBA,89,1.5
2559,10136,Student10136,F,MBA,26,1.5
2560,10144,Student10144,F,MBA,46,1.5
2561,10145,Student10145,F,MBA,64,1.5
2562,10151,Student10151,M,MBA,55,1.5
2563,10152,Student10152,M,MBA,8,1.5
2564,10155,Student10155,F,MBA,31,1.5
2565,10160,Student10160,F,MBA,77,1.5
2566,10162,Student10162,F,MBA,15,1.5
2567,10170,Student10170,M,MBA,65,1.5
2568,10182,Student10182,F,MBA,69,1.5
2569,10187,Student10187,F,MBA,78,1.5
2570,10189,Student10189,M,MBA,67,1.5
2571,10193,Student10193,F,MBA,28,1.5
2572,10205,Student10205,F,MBA,31,1.5
2573,10209,Student10209,M,MBA,47,1.5
2574,10212,Student10212,M,MBA,73,1.5
2575,10213,Student10213,M,MBA,8,1.5
2576,10215,Student10215,F,MBA,31,1.5
2577,10218,Student10218,M,MBA,63,1.5
2578,10220,Student10220,F,MBA,2,1.5
2579,10227,Student10227,F,MBA,59,1.5
2580,10228,Student10228,F,MBA,75,1.5
2581,10230,Student10230,F,MBA,42,1.5
2582,10234,Student10234,F,MBA,18,1.5
2583,10236,Student10236,F,MBA,18,1.5
2584,10237,Student10237,F,MBA,74,1.5
2585,10239,Student10239,F,MBA,64,1.5
2586,10245,Student10245,F,MBA,48,1.5
2587,10251,Student10251,M,MBA,87,1.5
2588,10266,Student10266,F,MBA,61,1.5
2589,10270,Student10270,M,MBA,90,1.5
2590,10273,Student10273,M,MBA,70,1.5
2591,10278,Student10278,F,MBA,68,1.5
2592,10280,Student10280,M,MBA,24,1.5
2593,10283,Student10283,M,MBA,60,1.5
2594,10284,Student10284,M,MBA,11,1.5
2595,10291,Student10291,F,MBA,39,1.5
2596,10293,Student10293,F,MBA,56,1.5
2597,10296,Student10296,F,MBA,77,1.5
2598,10303,Student10303,F,MBA,85,1.5
2599,10307,Student10307,M,MBA,16,1.5
2600,10314,Student10314,M,MBA,55,1.5
2601,10317,Student10317,F,MBA,85,1.5
2602,10319,Student10319,F,MBA,36,1.5
2603,10324,Student10324,M,MBA,46,1.5
2604,10326,Student10326,F,MBA,58,1.5
2605,10328,Student10328,M,MBA,60,1.5
2606,10330,Student10330,F,MBA,86,1.5
2607,10333,Student10333,F,MBA,63,1.5
2608,10335,Student10335,M,MBA,3,1.5
2609,10339,Student10339,F,MBA,38,1.5
2610,10345,Student10345,M,MBA,81,1.5
2611,10352,Student10352,M,MBA,76,1.5
2612,10353,Student10353,M,MBA,83,1.5
2613,10355,Student10355,M,MBA,89,1.5
2614,10362,Student10362,M,MBA,54,1.5
2615,10363,Student10363,F,MBA,69,1.5
2616,10367,Student10367,F,MBA,49,1.5
2617,10370,Student10370,F,MBA,20,1.5
2618,10372,Student10372,M,MBA,11,1.5
2619,10376,Student10376,M,MBA,23,1.5
2620,10378,Student10378,F,MBA,17,1.5
2621,10384,Student10384,M,MBA,15,1.5
2622,10393,Student10393,F,MBA,94,1.5
2623,10397,Student10397,M,MBA,47,1.5
2624,10398,Student10398,F,MBA,44,1.5
2625,10400,Student10400,M,MBA,15,1.5
2626,10404,Student10404,F,MBA,98,1.5
2627,10407,Student10407,F,MBA,81,1.5
2628,10409,Student10409,F,MBA,37,1.5
2629,10416,Student10416,M,MBA,47,1.5
2630,10421,Student10421,M,MBA,3,1.5
2631,10426,Student10426,F,MBA,74,1.5
2632,10434,Student10434,M,MBA,58,1.5
2633,10437,Student10437,F,MBA,40,1.5
2634,10445,Student10445,F,MBA,79,1.5
2635,10446,Student10446,F,MBA,32,1.5
2636,10454,Student10454,F,MBA,60,1.5
2637,10456,Student10456,M,MBA,49,1.5
2638,10457,Student10457,M,MBA,10,1.5
2639,10458,Student10458,M,MBA,89,1.5
2640,10467,Student10467,F,MBA,99,1.5
2641,10475,Student10475,F,MBA,23,1.5
2642,10484,Student10484,M,MBA,45,1.5
2643,10485,Student10485,F,MBA,18,1.5
2644,10495,Student10495,F,MBA,94,1.5
2645,10498,Student10498,F,MBA,75,1.5
2646,10502,Student10502,F,MBA,23,1.5
2647,10513,Student10513,F,MBA,54,1.5
2648,10515,Student10515,F,MBA,14,1.5
2649,10516,Student10516,F,MBA,88,1.5
2650,10522,Student10522,M,MBA,68,1.5
2651,10531,Student10531,M,MBA,92,1.5
2652,10538,Student10538,M,MBA,29,1.5
2653,10539,Student10539,F,MBA,25,1.5
2654,10546,Student10546,F,MBA,5,1.5
2655,10547,Student10547,F,MBA,28,1.5
2656,10549,Student10549,F,MBA,27,1.5
2657,10559,Student10559,F,MBA,22,1.5
2658,10567,Student10567,F,MBA,15,1.5
2659,10568,Student10568,F,MBA,21,1.5
2660,10569,Student10569,M,MBA,27,1.5
2661,10570,Student10570,M,MBA,40,1.5
2662,10578,Student10578,M,MBA,99,1.5
2663,10579,Student10579,F,MBA,31,1.5
2664,10592,Student10592,M,MBA,76,1.5
2665,10593,Student10593,F,MBA,41,1.5
2666,10594,Student10594,M,MBA,15,1.5
2667,10597,Student10597,M,MBA,80,1.5
2668,10603,Student10603,F,MBA,73,1.5
2669,10606,Student10606,F,MBA,65,1.5
2670,10609,Student10609,F,MBA,45,1.5
2671,10611,Student10611,M,MBA,54,1.5
2672,10620,Student10620,M,MBA,87,1.5
2673,10623,Student10623,F,MBA,80,1.5
2674,10624,Student10624,F,MBA,59,1.5
2675,10627,Student10627,M,MBA,23,1.5
2676,10630,Student10630,M,MBA,15,1.5
2677,10631,Student10631,F,MBA,10,1.5
2678,10637,Student10637,F,MBA,27,1.5
2679,10638,Student10638,M,MBA,67,1.5
2680,10639,Student10639,F,MBA,64,1.5
2681,10641,Student10641,F,MBA,13,1.5
2682,10643,Student10643,F,MBA,41,1.5
2683,10650,Student10650,M,MBA,57,1.5
2684,10659,Student10659,M,MBA,89,1.5
2685,10669,Student10669,M,MBA,100,1.5
2686,10672,Student10672,F,MBA,47,1.5
2687,10674,Student10674,F,MBA,57,1.5
2688,10677,Student10677,M,MBA,1,1.5
2689,10683,Student10683,M,MBA,50,1.5
2690,10685,Student10685,M,MBA,18,1.5
2691,10693,Student10693,F,MBA,82,1.5
2692,10701,Student10701,M,MBA,83,1.5
2693,10702,Student10702,M,MBA,51,1.5
2694,10704,Student10704,F,MBA,58,1.5
2695,10707,Student10707,M,MBA,46,1.5
2696,10708,Student10708,F,MBA,41,1.5
2697,10709,Student10709,F,MBA,4,1.5
2698,10714,Student10714,F,MBA,9,1.5
2699,10715,Student10715,M,MBA,57,1.5
2700,10729,Student10729,M,MBA,84,1.5
2701,10733,Student10733,M,MBA,66,1.5
2702,10734,Student10734,M,MBA,82,1.5
2703,10738,Student10738,M,MBA,94,1.5
2704,10742,Student10742,M,MBA,91,1.5
2705,10747,Student10747,F,MBA,78,1.5
2706,10753,Student10753,F,MBA,6,1.5
2707,10755,Student10755,F,MBA,60,1.5
2708,10757,Student10757,M,MBA,48,1.5
2709,10764,Student10764,F,MBA,99,1.5
2710,10765,Student10765,M,MBA,9,1.5
2711,10769,Student10769,F,MBA,14,1.5
2712,10770,Student10770,M,MBA,13,1.5
2713,10771,Student10771,F,MBA,92,1.5
2714,10786,Student10786,F,MBA,7,1.5
2715,10787,Student10787,M,MBA,1,1.5
2716,10789,Student10789,F,MBA,38,1.5
2717,10793,Student10793,F,MBA,18,1.5
2718,10800,Student10800,M,MBA,98,1.5
2719,10802,Student10802,F,MBA,43,1.5
2720,10807,Student10807,M,MBA,1,1.5
2721,10813,Student10813,M,MBA,57,1.5
2722,10816,Student10816,F,MBA,28,1.5
2723,10820,Student10820,F,MBA,89,1.5
2724,10821,Student10821,F,MBA,79,1.5
2725,10822,Student10822,F,MBA,41,1.5
2726,10825,Student10825,F,MBA,79,1.5
2727,10826,Student10826,F,MBA,69,1.5
2728,10830,Student10830,M,MBA,27,1.5
2729,10831,Student10831,M,MBA,4,1.5
2730,10835,Student10835,M,MBA,87,1.5
2731,10846,Student10846,F,MBA,47,1.5
2732,10849,Student10849,F,MBA,62,1.5
2733,10850,Student10850,M,MBA,65,1.5
2734,10853,Student10853,M,MBA,27,1.5
2735,10855,Student10855,M,MBA,47,1.5
2736,10858,Student10858,F,MBA,100,1.5
2737,10860,Student10860,F,MBA,77,1.5
2738,10864,Student10864,F,MBA,68,1.5
2739,10876,Student10876,F,MBA,35,1.5
2740,10878,Student10878,M,MBA,57,1.5
2741,10881,Student10881,F,MBA,66,1.5
2742,10890,Student10890,M,MBA,28,1.5
2743,10892,Student10892,M,MBA,58,1.5
2744,10896,Student10896,M,MBA,81,1.5
2745,10900,Student10900,M,MBA,13,1.5
2746,10902,Student10902,F,MBA,15,1.5
2747,10903,Student10903,F,MBA,31,1.5
2748,10911,Student10911,M,MBA,66,1.5
2749,10916,Student10916,M,MBA,49,1.5
2750,10936,Student10936,M,MBA,39,1.5
2751,10937,Student10937,M,MBA,89,1.5
2752,10950,Student10950,F,MBA,64,1.5
2753,10952,Student10952,F,MBA,90,1.5
2754,10961,Student10961,M,MBA,43,1.5
2755,10968,Student10968,M,MBA,37,1.5
2756,10972,Student10972,F,MBA,86,1.5
2757,10973,Student10973,M,MBA,6,1.5
2758,10979,Student10979,F,MBA,23,1.5
2759,10981,Student10981,M,MBA,40,1.5
2760,10982,Student10982,F,MBA,76,1.5
2761,10987,Student10987,F,MBA,36,1.5
2762,10988,Student10988,F,MBA,75,1.5
2763,10994,Student10994,F,MBA,85,1.5
2764,10996,Student10996,M,MBA,58,1.5
2765,11000,Student11000,M,MBA,24,1.5
2766,11005,Student11005,F,MBA,51,1.5
2767,11006,Student11006,F,MBA,0,1.5
2768,11010,Student11010,M,MBA,39,1.5
2769,11020,Student11020,F,MBA,27,1.5
2770,11022,Student11022,M,MBA,78,1.5
2771,11031,Student11031,F,MBA,92,1.5
2772,11034,Student11034,M,MBA,92,1.5
2773,11052,Student11052,F,MBA,64,1.5
2774,11056,Student11056,M,MBA,80,1.5
2775,11057,Student11057,F,MBA,61,1.5
2776,11061,Student11061,M,MBA,68,1.5
2777,11070,Student11070,M,MBA,96,1.5
2778,11082,Student11082,F,MBA,51,1.5
2779,11083,Student11083,F,MBA,0,1.5
2780,11084,Student11084,M,MBA,46,1.5
2781,11085,Student11085,M,MBA,5,1.5
2782,11087,Student11087,F,MBA,87,1.5
2783,11095,Student11095,F,MBA,80,1.5
2784,11100,Student11100,M,MBA,25,1.5
2785,11106,Student11106,F,MBA,8,1.5
2786,11112,Student11112,F,MBA,8,1.5
2787,11113,Student11113,F,MBA,77,1.5
2788,11116,Student11116,M,MBA,69,1.5
2789,11117,Student11117,F,MBA,45,1.5
2790,11125,Student11125,F,MBA,63,1.5
2791,11128,Student11128,M,MBA,70,1.5
2792,11129,Student11129,M,MBA,54,1.5
2793,11132,Student11132,F,MBA,2,1.5
2794,11138,Student11138,M,MBA,78,1.5
2795,11147,Student11147,F,MBA,31,1.5
2796,11150,Student11150,F,MBA,66,1.5
2797,11151,Student11151,M,MBA,22,1.5
2798,11152,Student11152,M,MBA,25,1.5
2799,11153,Student11153,F,MBA,51,1.5
2800,11156,Student11156,F,MBA,54,1.5
2801,11158,Student11158,F,MBA,63,1.5
2802,11164,Student11164,F,MBA,18,1.5
2803,11166,Student11166,M,MBA,96,1.5
2804,11168,Student11168,M,MBA,93,1.5
2805,11171,Student11171,F,MBA,96,1.5
2806,11173,Student11173,F,MBA,61,1.5
2807,11178,Student11178,M,MBA,4,1.5
2808,11195,Student11195,F,MBA,42,1.5
2809,11196,Student11196,M,MBA,47,1.5
2810,11199,Student11199,M,MBA,89,1.5
2811,11203,Student11203,M,MBA,5,1.5
2812,11204,Student11204,F,MBA,32,1.5
2813,11206,Student11206,F,MBA,79,1.5
2814,11207,Student11207,F,MBA,94,1.5
2815,11209,Student11209,M,MBA,5,1.5
2816,11214,Student11214,F,MBA,56,1.5
2817,11216,Student11216,F,MBA,22,1.5
2818,11218,Student11218,M,MBA,4,1.5
2819,11223,Student11223,M,MBA,83,1.5
2820,11229,Student11229,M,MBA,42,1.5
2821,11232,Student11232,F,MBA,52,1.5
2822,11236,Student11236,M,MBA,70,1.5
2823,11239,Student11239,F,MBA,35,1.5
2824,11241,Student11241,M,MBA,49,1.5
2825,11246,Student11246,F,MBA,100,1.5
2826,11251,Student11251,M,MBA,46,1.5
2827,11259,Student11259,F,MBA,16,1.5
2828,11263,Student11263,M,MBA,38,1.5
2829,11273,Student11273,M,MBA,64,1.5
2830,11276,Student11276,F,MBA,69,1.5
2831,11288,Student11288,F,MBA,67,1.5
2832,11297,Student11297,M,MBA,66,1.5
2833,11298,Student11298,M,MBA,75,1.5
2834,11302,Student11302,M,MBA,86,1.5
2835,11303,Student11303,M,MBA,26,1.5
2836,11306,Student11306,F,MBA,83,1.5
2837,11308,Student11308,F,MBA,59,1.5
2838,11310,Student11310,F,MBA,59,1.5
2839,11313,Student11313,F,MBA,64,1.5
2840,11315,Student11315,M,MBA,52,1.5
2841,11319,Student11319,M,MBA,6,1.5
2842,11327,Student11327,F,MBA,22,1.5
2843,11355,Student11355,M,MBA,23,1.5
2844,11356,Student11356,F,MBA,68,1.5
2845,11359,Student11359,F,MBA,76,1.5
2846,11360,Student11360,M,MBA,3,1.5
2847,11365,Student11365,F,MBA,9,1.5
2848,11369,Student11369,F,MBA,46,1.5
2849,11377,Student11377,F,MBA,61,1.5
2850,11378,Student11378,F,MBA,46,1.5
2851,11381,Student11381,M,MBA,51,1.5
2852,11382,Student11382,M,MBA,100,1.5
2853,11383,Student11383,F,MBA,39,1.5
2854,11384,Student11384,F,MBA,23,1.5
2855,11385,Student11385,F,MBA,55,1.5
2856,11386,Student11386,F,MBA,70,1.5
2857,11394,Student11394,M,MBA,83,1.5
2858,11400,Student11400,F,MBA,56,1.5
2859,11407,Student11407,M,MBA,63,1.5
2860,11414,Student11414,F,MBA,22,1.5
2861,11416,Student11416,F,MBA,0,1.5
2862,11422,Student11422,M,MBA,23,1.5
2863,11424,Student11424,F,MBA,63,1.5
2864,11425,Student11425,F,MBA,75,1.5
2865,11430,Student11430,F,MBA,75,1.5
2866,11439,Student11439,F,MBA,62,1.5
2867,11443,Student11443,M,MBA,71,1.5
2868,11452,Student11452,F,MBA,46,1.5
2869,11456,Student11456,M,MBA,23,1.5
2870,11458,Student11458,F,MBA,62,1.5
2871,11462,Student11462,M,MBA,47,1.5
2872,11464,Student11464,F,MBA,32,1.5
2873,11467,Student11467,F,MBA,64,1.5
2874,11469,Student11469,F,MBA,78,1.5
2875,11473,Student11473,M,MBA,94,1.5
2876,11474,Student11474,M,MBA,16,1.5
2877,11476,Student11476,F,MBA,34,1.5
2878,11480,Student11480,M,MBA,53,1.5
2879,11491,Student11491,M,MBA,4,1.5
2880,11492,Student11492,F,MBA,59,1.5
2881,11496,Student11496,F,MBA,16,1.5
2882,11497,Student11497,F,MBA,26,1.5
2883,11505,Student11505,F,MBA,43,1.5
2884,11506,Student11506,M,MBA,75,1.5
2885,11508,Student11508,M,MBA,29,1.5
2886,11515,Student11515,F,MBA,73,1.5
2887,11518,Student11518,F,MBA,33,1.5
2888,11523,Student11523,F,MBA,61,1.5
2889,11529,Student11529,M,MBA,69,1.5
2890,11533,Student11533,F,MBA,87,1.5
2891,11548,Student11548,F,MBA,38,1.5
2892,11550,Student11550,M,MBA,79,1.5
2893,11556,Student11556,M,MBA,75,1.5
2894,11557,Student11557,F,MBA,30,1.5
2895,11561,Student11561,M,MBA,71,1.5
2896,11564,Student11564,F,MBA,83,1.5
2897,11565,Student11565,F,MBA,10,1.5
2898,11567,Student11567,M,MBA,34,1.5
2899,11568,Student11568,M,MBA,83,1.5
2900,11575,Student11575,M,MBA,61,1.5
2901,11576,Student11576,M,MBA,8,1.5
2902,11584,Student11584,M,MBA,72,1.5
2903,11585,Student11585,F,MBA,70,1.5
2904,11589,Student11589,M,MBA,74,1.5
2905,11595,Student11595,F,MBA,29,1.5
2906,11596,Student11596,M,MBA,5,1.5
2907,11598,Student11598,F,MBA,58,1.5
2908,11599,Student11599,F,MBA,99,1.5
2909,11601,Student11601,M,MBA,61,1.5
2910,11604,Student11604,M,MBA,22,1.5
2911,11605,Student11605,F,MBA,40,1.5
2912,11608,Student11608,M,MBA,85,1.5
2913,11610,Student11610,M,MBA,98,1.5
2914,11612,Student11612,M,MBA,42,1.5
2915,11615,Student11615,M,MBA,2,1.5
2916,11621,Student11621,M,MBA,2,1.5
2917,11625,Student11625,M,MBA,4,1.5
2918,11631,Student11631,M,MBA,26,1.5
2919,11633,Student11633,F,MBA,73,1.5
2920,11636,Student11636,F,MBA,72,1.5
2921,11637,Student11637,F,MBA,65,1.5
2922,11640,Student11640,F,MBA,44,1.5
2923,11641,Student11641,M,MBA,35,1.5
2924,11643,Student11643,M,MBA,49,1.5
2925,11648,Student11648,F,MBA,21,1.5
2926,11652,Student11652,M,MBA,97,1.5
2927,11655,Student11655,M,MBA,35,1.5
2928,11656,Student11656,F,MBA,52,1.5
2929,11660,Student11660,F,MBA,82,1.5
2930,11665,Student11665,M,MBA,5,1.5
2931,11666,Student11666,F,MBA,37,1.5
2932,11667,Student11667,M,MBA,86,1.5
2933,11668,Student11668,M,MBA,96,1.5
2934,11670,Student11670,F,MBA,93,1.5
2935,11674,Student11674,F,MBA,55,1.5
2936,11679,Student11679,F,MBA,12,1.5
2937,11681,Student11681,F,MBA,27,1.5
2938,11685,Student11685,F,MBA,78,1.5
2939,11686,Student11686,M,MBA,83,1.5
2940,11687,Student11687,F,MBA,11,1.5
2941,11697,Student11697,M,MBA,15,1.5
2942,11700,Student11700,F,MBA,80,1.5
2943,11716,Student11716,F,MBA,0,1.5
2944,11721,Student11721,M,MBA,30,1.5
2945,11726,Student11726,F,MBA,79,1.5
2946,11730,Student11730,M,MBA,79,1.5
2947,11738,Student11738,F,MBA,28,1.5
2948,11743,Student11743,F,MBA,93,1.5
2949,11744,Student11744,M,MBA,50,1.5
